,store,si,do,address
88,쌍문1호,서울,도봉구,서울 도봉구 방학동 263-56
89,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127
90,창3동,서울,도봉구,서울 도봉구 창동 568-2
91,창동,서울,도봉구,서울 도봉구 창동 296-37
92,경희대,서울,동대문구,서울 동대문구 회기동 42-16
93,답십리1호,서울,동대문구,서울 동대문구 답십리동 53-50
94,서울시립대,서울,동대문구,서울 동대문구 전농동 295-5
95,신이문,서울,동대문구,서울 동대문구 이문동 255-222
96,안암,서울,동대문구,서울 동대문구 제기동 142-8
97,용두,서울,동대문구,서울 동대문구 왕산로28길 55
98,장안1호,서울,동대문구,서울 동대문구 전농동 1-171
99,장안2호,서울,동대문구,서울 동대문구  장안동 375-3
100,청량리역,서울,동대문구,서울 동대문구 청량리동 50-3
101,노량진,서울,동작구,서울 동작구 노량진동 37-1
102,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F
103,사당3호,서울,동작구,서울 동작구 사당동 220-119
104,상도,서울,동작구,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가
105,상도터널,서울,동작구,서울 동작구 상도동 159-26
106,숭실대,서울,동작구,서울 동작구 상도동 489-9
107,신대방,서울,동작구,서울 동작구 신대방동 607-28
108,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46
109,흑석1호,서울,동작구,서울 동작구 흑석동 180-6
110,도화(서울),서울,마포구,서울 마포구 도화동 55
111,망원2동,서울,마포구,서울 마포구 망원동 482-9
112,상암,서울,마포구,서울 마포구 상암동 34-45
113,성산2동,서울,마포구,서울 마포구 성산동 592
114,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
115,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
116,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
117,연남,서울,마포구,서울 마포구 연남동 369-20
118,용강(서울),서울,마포구,서울 마포구 대흥동 500-10
119,홍대,서울,마포구,서울 마포구 서교동 371-3
120,독립문,서울,서대문구,서울 서대문구 냉천동 226
121,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7
122,북가좌1호,서울,서대문구,서울 서대문구 북가좌동 385-8
123,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006
124,신촌,서울,서대문구,서울 서대문구 창천동 41-14
125,연희1호(서울),서울,서대문구,서울 서대문구 연희3동 344-26
126,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52
127,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20
128,반포1호,서울,서초구,서울 서초구 반포동 94-7
129,반포삼호가든,서울,서초구,서울 서초구 반포동 53-7
130,방배1호,서울,서초구,서울 서초구 방배동 761-8
131,방배2호,서울,서초구,서울 서초구 방배동 912-8
132,서초1호,서울,서초구,서울 서초구 서초동 1357-56
133,서초2호,서울,서초구,서울 서초구 서초동 1669-15
134,서초3호,서울,서초구,서울 서초구 서초동 1579-5
135,양재1호,서울,서초구,서울 서초구 양재동 327-2
136,우면,서울,서초구,서울 서초구 우면동 720
137,잠원1호,서울,서초구,서울 서초구 잠원동 15-4
138,금호역,서울,성동구,서울 성동구 금호동4가 1380
139,성수1호,서울,성동구,서울 성동구 성수동2가 235-1
140,성수역,서울,성동구,서울 성동구 성수동2가 289-251
141,왕십리1호,서울,성동구,서울 성동구 하왕십리동 946-15
142,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1
143,용답,서울,성동구,서울 성동구 용답동 60-18
144,응봉,서울,성동구,서울 성동구 응봉동 100
145,한양대,서울,성동구,서울 성동구 행당동 3-29
146,길음뉴타운,서울,성북구,서울 성북구 길음동 1284-17
147,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1
148,동소문,서울,성북구,서울 성북구 동선동5가 147-13
149,보문,서울,성북구,서울 성북구 보문동7가 99
150,석관장위,서울,성북구,서울 성북구 장위동 50-46
151,정릉1호,서울,성북구,서울 성북구 정릉동 285-11
152,정릉2호,서울,성북구,서울 성북구 정릉동 175-24
153,종암,서울,성북구,서울 성북구 종암동 3-544
154,한성대,서울,성북구,서울 성북구 동소문동3가 31
155,가락2호,서울,송파구,서울 송파구 가락동 75-7
156,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
157,마천1호,서울,송파구,서울 송파구 거여동 32-6
158,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
159,방이2호,서울,송파구,서울 송파구 방이동 59-1
160,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
161,석촌,서울,송파구,서울 송파구 석촌동 163-1
162,송파1호,서울,송파구,서울 송파구 송파동 147
163,올림픽공원,서울,송파구,서울 송파구 풍납동 401-4
164,위례송파,서울,송파구,서울 송파구 장지동 897
165,잠실1호,서울,송파구,서울 송파구 잠실동 177-3
166,잠실2호,서울,송파구,서울 송파구 신천동 11-4
167,장지,서울,송파구,서울 송파구 문정동 102-1
168,헬리오시티,서울,송파구,서울 송파구 가락동 913 헬리오시티 상가 3A동 01호
169,목3동,서울,양천구,서울 양천구 목동 722-8 호성빌딩
170,목동1호,서울,양천구,서울 양천구 목동 797-3
171,목동2호,서울,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
172,목동오거리,서울,양천구,서울 양천구 목동 940 현대아이파크상가 102
173,목동파크자이,서울,양천구,서울 양천구 신정동 171-68
174,신월1호,서울,양천구,서울 양천구 신월동 602-8
175,신월2호,서울,양천구,서울 양천구 신월7동 972-6
176,신월사거리,서울,양천구,서울 양천구 신월동 166-5
177,신정1호,서울,양천구,서울 양천구 신정동 1022-5
178,신트리,서울,양천구,서울 양천구 신정동 1267 목동뉴프라자
179,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
180,화곡1호,서울,양천구,서울 양천구 신월동 23-17
181,당산,서울,영등포구,서울 영등포구 영등포동8가 35-1
182,대림2호,서울,영등포구,서울 영등포구 대림동 783-1
183,문래,서울,영등포구,서울 영등포구 문래동3가 77-34
184,선유도역,서울,영등포구,서울 영등포구 양평동4가 147-3
185,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
186,신길2호,서울,영등포구,서울 영등포구 신길7동 674
187,신풍역,서울,영등포구,서울 영등포구 신길동 445-2
188,여의도,서울,영등포구,서울 영등포구 여의도동 44-31
189,영등포1호,서울,영등포구,서울 영등포구 신길동 232-42
190,영등포역,서울,영등포구,서울 영등포구 영등포동3가 21-10
191,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103
192,보광,서울,용산구,서울 용산구 보광동 217-13
193,숙대,서울,용산구,서울 용산구 청파동2가 90-11
194,신용산역,서울,용산구,서울 용산구 한강로2가 122-5
195,용문,서울,용산구,서울 용산구 용문동 28-26
196,후암,서울,용산구,서울 용산구 후암동 244-59
197,구산역,서울,은평구,서울 은평구 갈현동 464-14
198,녹번,서울,은평구,서울 은평구 녹번동 82-47
199,대조,서울특별시,은평구,서울특별시 은평구 대조동 231
200,불광1동,서울,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
201,신사1동,서울,은평구,서울 은평구 신사동 29-13
202,역촌1호,서울,은평구,서울 은평구 역촌동 55-1
203,연신내,서울,은평구,서울 은평구 불광동 484-72
204,은평뉴타운,서울,은평구,서울 은평구 진관동 22 은평뉴타운상가 914-103호
205,응암1동,서울,은평구,서울 은평구 응암동 236-33
206,응암오거리,서울,은평구,서울 은평구 응암동 595-51
207,증산(서울),서울,은평구,서울 은평구 증산동 209-18
208,대학로,서울,종로구,서울 종로구 명륜동4가 113-1
209,숭인,서울,종로구,서울 종로구 숭인2동 183-13
210,안국,서울,종로구,서울 종로구 화동 138-7
211,종로1호,서울,종로구,서울 종로구 관철동 13-13
212,평창,서울,종로구,서울 종로구 평창동 158-1
213,동대문1호,서울,중구,서울 중구 창신동 464-6
214,서울시청,서울,중구,서울 중구 태평로2가 55
215,신당1호,서울,중구,서울 중구 신당동 846
216,약수,서울,중구,서울 중구 신당동 374-14
217,망우본동,서울,중랑구,서울 중랑구 망우동 251-2
218,면목1호,서울,중랑구,서울 중랑구 면목본동 72-43
219,면목2호,서울,중랑구,서울 중랑구 면목2동 191-126
220,묵동,서울,중랑구,서울 중랑구 묵동 175-2
221,사가정역,서울,중랑구,서울 중랑구 면목동 496-14
222,상봉1호,서울,중랑구,서울 중랑구 상봉동 91-1
223,신내1호,서울,중랑구,서울 중랑구 신내동 797
224,중화,서울,중랑구,서울 중랑구 중화동 304-34
225,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
226,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
227,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
228,신호,부산,강서구,부산 강서구 신호동 317-15
229,지사,부산,강서구,부산 강서구 지사동 1191-5
230,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
231,구서역,부산,금정구,부산 금정구 구서동 457-23
232,남산1호,부산,금정구,부산 금정구 남산동 99-6
233,부곡1호,부산,금정구,부산 금정구 부곡동 23-15
234,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20
235,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13
236,서동1호,부산,금정구,부산 금정구 서동 210-6
237,장전1호,부산,금정구,부산 금정구 장전동 134-19
238,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
239,일광신도시,부산,기장군,부산 기장군 일광면 삼성리 833-4
240,정관1호,부산,기장군,부산 기장군 정관읍 매학리 751-1
241,정관2호,부산,기장군,부산 기장군 모전리 747-7
242,감만,부산,남구,부산 남구 감만1동 158-6
243,대연1호,부산,남구,부산 남구 대연동 1013-8
244,대연2호,부산,남구,부산 남구 대연동 52-7
245,대연3호,부산,남구,부산 남구 대연동 1161-9
246,메트로시티1호,부산,남구,부산 남구 용호동 176-30
247,못골,부산,남구,부산 남구 대연동 1543-33
248,문현1호,부산,남구,부산 남구 문현동 359-5
249,문현2호,부산,남구,부산 남구 문현1동 127-56
250,용호1호,부산,남구,부산 남구 용호동 555-19
251,용호2호,부산,남구,부산 남구 동명로 126
252,용호2호,부산,남구,부산 남구 용호동 396-1
253,범일1호,부산,동구,부산 동구 범일동 833-2
254,수정1호,부산,동구,부산 동구 수정동 844-25
255,초량,부산,동구,부산 동구 초량동 132-1
256,명륜(부산),부산,동래구,부산 동래구 명륜1동 673-9
257,명장1호,부산,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
258,복천,부산,동래구,부산 동래구 복천동 476-1
259,사직1호(부산),부산,동래구,부산 동래구 사직동 137-26
260,사직2호,부산,동래구,부산 동래구 사직동 89-16
261,수안,부산,동래구,부산 동래구 수안동 192-4
262,안락2호,부산,동래구,부산 동래구 안락동 670-13
263,온천1호,부산,동래구,부산 동래구 온천동 210-5번지
264,온천2호,부산,동래구,부산 동래구 온천동 1411-47
265,우방신세계,부산,동래구,부산 동래구 안락동 471-41
266,가야,부산,부산진구,부산 부산진구 가야동 478
267,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
268,개금2호,부산,부산진구,부산 부산진구 개금동 523-17
269,당감,부산,부산진구,부산 부산진구 당감동 367-2
270,범천,부산,부산진구,부산 부산진구 범천동 1278-11
271,부암1호,부산,부산진구,부산 부산진구 부암동 301-33
272,서면,부산,부산진구,부산 부산진구 부전동 266-24
273,양정,부산,부산진구,부산 부산진구 양정동 310-6
274,연지,부산,부산진구,부산 부산진구 연지동 40-12
275,전포1호,부산,부산진구,부산 부산진구 전포동 337-20
276,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6
277,구포1호,부산,북구,부산 북구 구포3동 1228-1
278,구포2호,부산,북구,부산 북구 구포동 932-35
279,금곡(부산),부산,북구,부산 북구 금곡동 57-6
280,덕천2호,부산,북구,부산 북구 덕천3동 781-2
281,덕천역,부산,북구,부산 북구 덕천동 402-12
282,만덕1호,부산,북구,부산 북구 만덕동 294
283,만덕2호,부산,북구,부산 북구 만덕3동 915-6
284,화명1호,부산,북구,부산 북구 화명동 749
285,화명3호,부산,북구,부산 북구 화명동 182-5(2층)
286,화명신도시,부산,북구,부산 북구 화명동 2266-1
287,괘법,부산,사상구,부산 사상구 괘법동 516-1
288,덕포,부산,사상구,부산 사상구 덕포동 767-10
289,동서대,부산,사상구,부산 사상구 주례동 55-176
290,모라,부산,사상구,부산 사상구 모라동 1349-4
291,신주례,부산,사상구,부산 사상구 주례2동 3-17
292,엄궁,부산,사상구,부산 사상구 엄궁동 40-94
293,학장,부산,사상구,부산 사상구 학장동 산149-16
294,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
295,다대1호,부산,사하구,부산 사하구 다대동 926-7
296,다대2호,부산,사하구,부산 사하구 다대동 1014
297,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
298,신평1호,부산,사하구,부산 사하구 신평동 262-20
299,장림,부산,사하구,부산 사하구 장림동 590
300,하단1호,부산,사하구,부산 사하구 하단2동 506-15
301,하단2호,부산,사하구,부산 사하구 하단동 605-42
302,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
303,남부민,부산,서구,부산 서구 충무동2가 3-1
304,대신,부산,서구,부산 서구 서대신동1가 163-1
305,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
306,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
307,송도감천,부산,서구,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)"
308,신호,부산,강서구,부산 강서구 신호동 317-15
309,아미부민,부산,서구,부산 서구 부민동1가 11-3
310,지사,부산,강서구,부산 강서구 지사동 1191-5
311,광안2호,부산,수영구,부산 수영구 광안동 168-3
312,망미1호,부산,수영구,부산 수영구 망미동 413-11
313,민락(부산),부산,수영구,부산 수영구 민락동 165-15
314,수영,부산,수영구,부산 수영구 수영동 503-23
315,거제법조,부산,연제구,부산 연제구 거제동 891-14
316,시청(부산),부산,연제구,부산 연제구 거제3동 34-19
317,연산1호,부산,연제구,부산 연제구 연산동 479-9
318,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
319,연산3호,부산,연제구,부산 연제구 연산동 2133-48
320,대교남항,부산,영도구,부산 영도구 남항동1가 82
321,동삼,부산,영도구,부산 영도구 동삼동 219-146
322,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3"
323,청학,부산,영도구,부산 영도구  청학동 13-14
324,남포부평,부산,중구,부산 중구 중앙동1가 23-6
325,영주대청,부산,중구,부산 중구 대청동4가 82-13
326,마린시티,부산,해운대구,부산 해운대구 우동 1434-2
327,반송(부산),부산,해운대구,부산 해운대구 반송2동 216-150
328,반여1호,부산,해운대구,부산 해운대구 반여동 1628-5
329,센텀파크,부산,해운대구,부산 해운대구 센텀동로 102 117호
330,송정(부산),부산,해운대구,부산 해운대구 송정동 227-7
331,우동1호,부산,해운대구,부산 해운대구 우동 1090-13
332,재송1호,부산,해운대구,부산 해운대구 반여동 1291-1019
333,재송2호,부산,해운대구,부산 해운대구 재송동 1083-10
334,좌동1호,부산,해운대구,부산 해운대구 좌동 970
335,좌동2호,부산,해운대구,부산 해운대구 좌동 1341-8
336,좌동3호,부산,해운대구,부산 해운대구 좌동 1484-1
337,해운대역,부산,해운대구,부산 해운대구 우동 639-4
338,계명,대구시,남구,대구시 남구 양지로 107
339,대명1호,대구,남구,대구 남구 대명동 1098-4
340,봉덕,대구,남구,대구 남구 봉덕동 687-32
341,앞산,대구,남구,대구 남구 대명동 336-11
342,이천대봉,대구,남구,대구 남구 이천동 184-9
343,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
344,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
345,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
346,두류,대구,달서구,대구 달서구 두류동 620-12
347,상인,대구,달서구,대구 달서구 상인동 1555-1
348,성서,대구,달서구,대구 달서구 신당동 1761-5
349,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
350,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
351,용산,대구,달서구,대구 달서구 용산동 950-1
352,용산새방,대구,달서구,대구 달서구 용산동 499-2
353,월성,대구,달서구,대구 달서구 본동 1135-4
354,장기,대구,달서구,대구 달서구 장기동 826-6
355,진천(대구),대구,달서구,대구 달서구 진천동 504
356,호산파호,대구,달서구,대구 달서구 호산동 357-116
357,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
358,논공,대구,달성군,대구 달성군 논공읍 북리 803-148
359,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
360,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
361,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
362,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
363,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
364,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1
365,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
366,동구청,대구,동구,대구 동구 신암동 345-3
367,동촌,대구,동구,대구 동구 검사동 1111
368,동호,대구,동구,대구 동구 동호동 384-7
369,방촌,대구,동구,대구 동구 방촌동 1118-121
370,신천1호(대구),대구,동구,대구 동구 신천동 501-5
371,신천2호,대구,동구,대구 동구 신청동 377-12
372,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
373,이시아,대구,동구,대구 동구 봉무동 1543
374,지묘,대구,동구,대구 동구 지묘동 808-3
375,지저불로,대구,동구,대구 동구 지저동 833-15
376,관음,대구,북구,대구 북구 관음동 1383-9
377,구암,대구,북구,대구 북구 태전동 1074-6
378,금호지구,대구,북구,대구 북구 사수동 912
379,도남지구,대구,북구,대구 북구 국우동 592-1
380,동서변,대구,북구,대구 북구 동변동 669-4
381,동천3지구,대구,북구,대구 북구 동천동 906-3
382,복현1호,대구,북구,대구 북구 복현동 426-5
383,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
384,산격,대구,북구,대구 북구 산격동 1400-20
385,신암대현,대구,북구,대구 북구 대현동 153-4
386,연경,대구,북구,대구 북구 연경동 949-1
387,원대노원,대구,북구,대구 북구 노원동3가 892-1
388,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호
389,칠성고성,대구,북구,대구 북구 칠성동2가 42-9
390,침산,대구,북구,대구 북구 침산동 457-31
391,태전(대구),대구,북구,대구 북구 태전동 155-35
392,팔달매천,대구,북구,대구 북구 매천동 682
393,학정,대구,북구,대구 북구 학정동 282-14
394,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
395,내당,대구,서구,대구 서구 내당동 219-7
396,달성비산,대구,서구,대구 서구 비산동 440-5
397,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
398,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
399,두류,대구,달서구,대구 달서구 두류동 620-12
400,상인,대구,달서구,대구 달서구 상인동 1555-1
401,성서,대구,달서구,대구 달서구 신당동 1761-5
402,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
403,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
404,용산,대구,달서구,대구 달서구 용산동 950-1
405,용산새방,대구,달서구,대구 달서구 용산동 499-2
406,월성,대구,달서구,대구 달서구 본동 1135-4
407,장기,대구,달서구,대구 달서구 장기동 826-6
408,진천(대구),대구,달서구,대구 달서구 진천동 504
409,평리,대구,서구,대구 서구 평리동 1217-2
410,호산파호,대구,달서구,대구 달서구 호산동 357-116
411,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
412,만촌2호,대구,수성구,대구 수성구 만촌1동 1326-32
413,범물,대구,수성구,대구 수성구 범물동 1374-4
414,범어1호,대구,수성구,대구 수성구 범어동 203-18
415,범어2호,대구,수성구,대구 수성구 범어동 478-12
416,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11
417,시지1호,대구,수성구,대구 수성구 매호동 1328-12
418,시지2호,대구,수성구,대구 수성구 시지동 489-2
419,시지3호,대구,수성구,대구 수성구 신매동 593-4
420,중동,대구,수성구,대구 수성구 중동 258-3
421,파동,대구,수성구,대구 수성구 상동 380-2
422,황금,대구,수성구,대구 수성구 황금동 843-1
423,남산,대구,중구,대구 중구 남산동 94-25
424,중앙(대구),대구,중구,대구 중구 남일동 33-9
425,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1
426,계산1호,인천,계양구,인천 계양구 계산동 1081-10
427,계산2호,인천,계양구,인천 계양구 계산동 61-2
428,계산3호,인천,계양구,인천 계양구 계산동 942-30
429,임학박촌,인천,계양구,인천 계양구 박촌동 52-3
430,작전1호,인천,계양구,인천 계양구 작전동 149-1
431,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호"
432,효성2호,인천,계양구,인천 계양구 효성2동 273-3
433,관교,인천,남구,인천 남구 관교동 321-5
434,용현2동,인천,남구,인천 남구 용현동 558-32
435,용현5동,인천,남구,인천 남구 용현동 630-45
436,주안1호,인천,남구,인천 남구 주안동 1523-2
437,주안2호,인천,남구,인천 남구 도화동 432-2
438,주안3호,인천,남구,인천 남구 주안동 929-11
439,학익1호,인천,남구,인천 남구 학익동 293-37
440,간석1호,인천,남동구,인천 남동구 구월동 70-80
441,구월,인천,남동구,인천 남동구 구월동 1133-13
442,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2
443,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
444,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
445,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
446,만수2호,인천,남동구,인천 남동구 만수동 1118-2
447,만수3호,인천,남동구,인천 남동구 간석3동 921-14
448,서창,인천,남동구,인천 남동구 서창동 706
449,소래포구,인천,남동구,인천 남동구 논현동 671-3
450,간석1호,인천,남동구,인천 남동구 구월동 70-80
451,구월,인천,남동구,인천 남동구 구월동 1133-13
452,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2
453,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
454,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
455,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
456,만수2호,인천,남동구,인천 남동구 만수동 1118-2
457,만수3호,인천,남동구,인천 남동구 간석3동 921-14
458,서창,인천,남동구,인천 남동구 서창동 706
459,소래포구,인천,남동구,인천 남동구 논현동 671-3
460,송현(인천),인천,동구,인천 동구 송림동 234-1
461,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8
462,부개3동,인천,부평구,인천 부평구 부개동 12-176
463,부평1호,인천,부평구,인천 부평구 부평동 451-30
464,부평2호,인천,부평구,인천 부평구 부평동 889-8
465,부평역,인천,부평구,인천 부평구 부평동 192-14
466,산곡1호,인천,부평구,인천 부평구 산곡동 369-270
467,산곡2호,인천,부평구,인천 부평구 청천동 259-15
468,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1
469,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1
470,십정1호,인천,부평구,인천 부평구 십정동 440-11
471,청천,인천,부평구,인천 부평구 청천동 14-8
472,가정루원시티,인천,서구,인천 서구 가정동 614-14
473,가좌,인천,서구,인천 서구 가좌동 30-78
474,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1
475,검단신도시1호,인천,서구,인천 서구 이음5로 34
476,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호
477,당하,인천,서구,인천 서구 마전동 585
478,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103
479,석남가정,인천,서구,인천 서구 가정동 505-4
480,연희1호(인천),인천,서구,인천 서구 심곡동 257-15
481,청라호수공원,인천,서구,인천 서구 청라동 152-15
482,동춘,인천,연수구,인천 연수구 동춘동 934-1
483,선학연수3호,인천,연수구,인천 연수구 선학동 406-2
484,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호
485,송도8공구,인천,연수구,인천 연수구 송도동 316
486,송도드림시티,인천,연수구,인천 연수구 송도동 3-2
487,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크)
488,연수중앙,인천,연수구,인천 연수구 연수동 626
489,옥련,인천,연수구,인천 연수구 옥련동 194-4
490,공항신도시,인천,중구,인천 중구 운서동 2801-3
491,영종하늘도시,인천,중구,인천 중구 중산동 1884-4
492,운서,인천,중구,인천 중구 운서동 2913-3
493,선운지구,광주,광산구,광주 광산구 선암동 777
494,소촌우산,광주,광산구,광주 광산구 소촌동 244-6
495,송정1호,광주,광산구,광주 광산구 도산동 1143
496,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층
497,수완2호,광주,광산구,광주 광산구 수완동 1126
498,신가,광주,광산구,광주 광산구 신가동 974-6
499,신창,광주,광산구,광주 광산구 신창동 1236-1
500,운남1호,광주,광산구,광주 광산구 월곡2동 683-1
501,첨단1호,광주,광산구,광주 광산구 산월동 884-2
502,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지
503,첨단중앙,광주,광산구,광주 광산구 월계동 887-3
504,하남1호,광주,광산구,광주 광산구 산정동 977-13
505,하남2지구,광주,광산구,광주 광산구 산정동 1039
506,노대효천,광주,남구,광주 남구 노대동 819
507,백운,광주,남구,광주 남구 서동 71-15
508,봉선1호,광주,남구,광주 남구 주월1동 1253-4
509,봉선2호,광주,남구,광주 남구 봉선동 164-1
510,주월,광주,남구,광주 남구 월산동 1034-17
511,진월,광주,남구,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호
512,계림,광주,동구,광주 동구 대인동 319-6
513,조선대,광주,동구,광주 동구 지산동 500번지
514,학동,광주,동구,광주 동구 학동 735-16
515,두암1호,광주,북구,광주 북구 두암2동 826-50
516,매곡,광주,북구,광주 북구 매곡동 334-5
517,문흥1호,광주,북구,광주 북구 문흥동 980-15
518,양산1호,광주,북구,광주 북구 양산동 877-1 1층
519,연제,광주,북구,광주 북구 연제동 41-3
520,오치,광주,북구,광주 북구 오치동 785-4
521,운암1호,광주,북구,광주 북구 운암3동 1051-5
522,운암2호(광주),광주,북구,광주 북구 운암동 운암동 130-1
523,일곡1호,광주,북구,광주 북구 일곡동 834-11
524,전남대,광주,북구,광주 북구 용봉동 157-20
525,첨단신용,광주,북구,광주 북구 신용동 693
526,금호,광주,서구,광주 서구 쌍촌동 881번지
527,농성1호,광주,서구,광주 서구 화정동 178-128
528,동천(광주),광주,서구,광주 서구 동천동 598
529,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호"
530,상무1호,광주,서구,광주 서구 치평동 1258
531,쌍촌1호,광주,서구,광주 서구 쌍촌동 147
532,풍암1호,광주,서구,광주 서구 풍암동 1111-2
533,화정1호(광주),광주,서구,광주 서구 화정동 824-16
534,화정2호,광주,서구,"광주 서구 농성동 666-1 1층 113,114호"
535,법동,대전,대덕구,대전 대덕구 중리동 385-26
536,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4
537,신탄진,대전,대덕구,대전 대덕구 석봉동 309-1
538,한남대,대전,대덕구,대전 대덕구 한남로 오정동 223-260
539,가오천동,대전,동구,대전 동구 가오동 235-12
540,낭월,대전,동구,대전 동구 낭월동 370
541,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동
542,용운,대전,동구,대전 동구 용운동 306-3
543,자양대동,대전,동구,대전 동구 대동 192-1
544,가장내동,대전,서구,대전 서구 가장동 50-45
545,갈마1호,대전,서구,대전 서구 갈마동 394-29
546,관저느리울,대전,서구,대전 서구 관저동 1354
547,도마1호,대전,서구,대전 서구 도마동 114-19
548,도안2지구,대전,서구,대전 서구 가수원동 1036
549,둔산1호,대전,서구,대전 서구 둔산2동 1093
550,둔산2호,대전,서구,대전 서구 둔산동 1851
551,만년,대전,서구,대전 서구 만년동 316
552,복수,대전,서구,대전 서구 복수동 622
